price,quantity
0.21914,145213.0
0.21915,42610.0
0.21916,32964.0
0.21917,2619.0
0.21918,183616.0
0.2192,415016.0
0.21921,25979.0
0.21922,91314.0
0.21923,7625.0
0.21924,286477.0
0.21925,12097.0
0.21926,2219.0
0.21927,47171.0
0.21928,125874.0
0.21929,548855.0
0.2193,55592.0
0.21931,202668.0
0.21932,192761.0
0.21933,268433.0
0.21934,34567.0
0.21936,18756.0
0.21937,2053.0
0.21938,6219.0
0.21939,133236.0
0.2194,248093.0
0.21941,1436.0
0.21942,10371.0
0.21943,91177.0
0.21944,27487.0
0.21946,79387.0
0.21947,116974.0
0.21948,28679.0
0.21949,24033.0
0.2195,86338.0
0.21951,29827.0
0.21952,52065.0
0.21953,46611.0
0.21954,1584.0
0.21955,75003.0
0.21956,402587.0
0.21957,82699.0
0.21958,6619.0
0.21959,495446.0
0.2196,64829.0
0.21961,2111.0
0.21962,18371.0
0.21963,57301.0
0.21964,91690.0
0.21966,108397.0
0.21967,268928.0
0.21968,16689.0
0.21969,28770.0
0.2197,124749.0
0.21971,97963.0
0.21972,227498.0
0.21973,100516.0
0.21974,52054.0
0.21975,301221.0
0.21976,302395.0
0.21977,40557.0
0.21978,240040.0
0.21979,183659.0
0.2198,93689.0
0.21981,23262.0
0.21982,119083.0
0.21983,432979.0
0.21984,174689.0
0.21985,82505.0
0.21986,2612.0
0.21988,341135.0
0.21989,171383.0
0.2199,10371.0
0.21991,149301.0
0.21992,95625.0
0.21993,30769.0
0.21994,4993.0
0.21995,215078.0
0.21998,106108.0
0.21999,114809.0
0.22,12998827.0
0.22002,321726.0
0.22004,409256.0
0.22005,459886.0
0.22006,145802.0
0.22007,201663.0
0.22008,114279.0
0.22009,24192.0
0.2201,367714.0
0.22011,249480.0
0.22012,245426.0
0.22013,297561.0
0.22014,23392.0
0.22015,223196.0
0.22016,11193.0
0.22017,350177.0
0.22018,116547.0
0.22019,363234.0
0.2202,54658.0
0.22021,14161.0
0.22022,181987.0
0.22024,96801.0
0.22025,11867.0
0.22026,13032.0
0.22027,17410.0
0.22029,64449.0
0.2203,205127.0
0.22032,20961.0
0.22033,1605.0
0.22034,72413.0
0.22035,26401.0
0.22036,30591.0
0.22037,31051.0
0.22038,16133.0
0.2204,23974.0
0.22041,92883.0
0.22042,45954.0
0.22043,18360.0
0.22044,102536.0
0.22045,1325.0
0.22046,60621.0
0.22047,141743.0
0.22048,45085.0
0.22049,105209.0
0.2205,5204.0
0.22051,200795.0
0.22052,77605.0
0.22053,88412.0
0.22054,4783.0
0.22055,567660.0
0.22056,91152.0
0.22057,608175.0
0.22058,1858.0
0.22059,65770.0
0.2206,28188.0
0.22061,53007.0
0.22062,75838.0
0.22063,244592.0
0.22064,581750.0
0.22065,28646.0
0.22066,613052.0
0.22067,791194.0
0.22068,1246542.0
0.22069,73804.0
0.2207,19968.0
0.22071,21527.0
0.22072,228044.0
0.22074,6989.0
0.22075,54804.0
0.22076,650050.0
0.22077,543018.0
0.22078,31391.0
0.22079,181093.0
0.2208,103452.0
0.22081,204334.0
0.22082,3471.0
0.22083,21091.0
0.22084,321548.0
0.22085,14133.0
0.22086,42232.0
0.22087,17163.0
0.22088,17655.0
0.22089,234605.0
0.2209,52177.0
0.22091,44408.0
0.22092,24341.0
0.22094,74639.0
0.22095,23416.0
0.22096,40940.0
0.22097,223384.0
0.22098,222039.0
0.22099,1246.0
0.221,354163.0
0.22101,273899.0
0.22102,390037.0
0.22103,2053.0
0.22104,76679.0
0.22105,5754.0
0.22106,179917.0
0.22107,124057.0
0.22108,1191528.0
0.22109,200252.0
0.2211,300173.0
0.22111,828142.0
0.22112,294418.0
0.22113,205518.0
0.22114,300535.0
0.22115,74479.0
0.22116,136475.0
0.22117,81851.0
0.22118,49672.0
0.22119,106069.0
0.2212,172602.0
0.22121,49684.0
0.22122,58206.0
0.22123,138943.0
0.22124,29343.0
0.22125,72179.0
0.22126,5279.0
0.22128,148638.0
0.22129,20832.0
0.2213,149570.0
0.22131,15360.0
0.22132,231552.0
0.22133,367944.0
0.22134,276056.0
0.22135,7058.0
0.22136,46306.0
0.22138,1919.0
0.22139,39091.0
0.2214,71620.0
0.22141,145197.0
0.22142,45878.0
0.22143,89914.0
0.22144,1310.0
0.22145,421862.0
0.22146,375620.0
0.22147,54166.0
0.22148,1304.0
0.22149,78855.0
0.2215,52977.0
0.22151,6117.0
0.22152,226055.0
0.22153,610602.0
0.22154,16931.0
0.22155,33828.0
0.22156,646427.0
0.22158,2198866.0
0.22159,628811.0
0.2216,48929.0
0.22161,212418.0
0.22162,88534.0
0.22163,291147.0
0.22164,751774.0
0.22165,202556.0
0.22166,312670.0
0.22167,21353.0
0.22168,21865.0
0.22169,193286.0
0.2217,112545.0
0.22171,97017.0
0.22172,507270.0
0.22173,24550.0
0.22174,22334.0
0.22175,26960.0
0.22176,239942.0
0.22177,33553.0
0.22178,207788.0
0.22179,101900.0
0.2218,98154.0
0.22181,11342.0
0.22183,67331.0
0.22184,25980.0
0.22185,3407.0
0.22186,135553.0
0.22187,146819.0
0.22188,17656.0
0.22189,131678.0
0.2219,12259.0
0.22191,11690.0
0.22192,58733.0
0.22193,40132.0
0.22194,48151.0
0.22195,3514.0
0.22196,17861.0
0.22197,14515.0
0.22198,145899.0
0.22199,68202.0
0.222,1091028.0
0.22201,47746.0
0.22202,64680.0
0.22203,38603.0
0.22204,50719.0
0.22205,82697.0
0.22206,73698.0
0.22207,74075.0
0.22208,84553.0
0.22209,96978.0
0.2221,201541.0
0.22211,289239.0
0.22212,397198.0
0.22213,92952.0
0.22214,39574.0
0.22215,613162.0
0.22216,839170.0
0.22217,264216.0
0.22218,87554.0
0.22219,52520.0
0.2222,27360.0
0.22221,1341479.0
0.22222,358381.0
0.22223,101249.0
0.22224,155820.0
0.22225,64745.0
0.22226,83073.0
0.22227,36103.0
0.22228,28059.0
0.22229,51821.0
0.2223,32024.0
0.22231,51207.0
0.22232,96519.0
0.22233,45126.0
0.22234,43654.0
0.22235,1488.0
0.22236,38580.0
0.22237,28061.0
0.22238,132354.0
0.22239,31268.0
0.2224,382707.0
0.22241,44806.0
0.22242,26105.0
0.22243,1277086.0
0.22244,944563.0
0.22245,74341.0
0.22246,147949.0
0.22247,65201.0
0.22248,29605.0
0.22249,223192.0
0.2225,80311.0
0.22251,1186823.0
0.22252,14485.0
0.22253,23807.0
0.22254,66458.0
0.22255,157054.0
0.22256,26928.0
0.22257,28092.0
0.22258,42552.0
0.2226,35788.0
0.22261,153441.0
0.22262,42275.0
0.22263,6849.0
0.22264,35853.0
0.22265,30315.0
0.22266,549234.0
0.22267,78956.0
0.22268,40693.0
0.22269,2302003.0
0.2227,70424.0
0.22271,58110.0
0.22272,1547.0
0.22273,79075.0
0.22274,45966.0
0.22275,62109.0
0.22276,81894.0
0.22277,180970.0
0.22278,30064.0
0.22279,30118.0
0.2228,50556.0
0.22281,133015.0
0.22282,49549.0
0.22283,48063.0
0.22284,1176.0
0.22285,184620.0
0.22286,17227.0
0.22287,61442.0
0.22288,1193113.0
0.22289,151348.0
0.2229,56904.0
0.22291,131222.0
0.22292,6935.0
0.22293,136756.0
0.22294,1269167.0
0.22295,1013865.0
0.22296,60429.0
0.22297,193812.0
0.22298,25297.0
0.22299,2307.0
0.223,468082.0
0.22301,837469.0
0.22302,16265.0
0.22303,43585.0
0.22304,49174.0
0.22305,120386.0
0.22306,78292.0
0.22307,155823.0
0.22308,49148.0
0.22309,571059.0
0.2231,46671.0
0.22311,306736.0
0.22312,15476.0
0.22313,151117.0
0.22314,58888.0
0.22315,15144.0
0.22316,6250.0
0.22317,126428.0
0.22318,39858.0
0.22319,161587.0
0.2232,44234.0
0.22321,85268.0
0.22322,12986.0
0.22323,312762.0
0.22324,122176.0
0.22325,11264.0
0.22326,7174.0
0.22327,4146.0
0.22328,12926.0
0.22329,86573.0
0.2233,351663.0
0.22331,102297.0
0.22332,716148.0
0.22333,253370.0
0.22334,1009988.0
0.22335,56902.0
0.22336,3364330.0
0.22337,564662.0
0.22338,289145.0
0.22339,51560.0
0.2234,597045.0
0.22341,80836.0
0.22342,45638.0
0.22343,96545.0
0.22344,45120.0
0.22345,125507.0
0.22346,206656.0
0.22347,413614.0
0.22348,67953.0
0.22349,44910.0
0.2235,422000.0
0.22351,57225.0
0.22352,172225.0
0.22353,133973.0
0.22354,760512.0
0.22355,102451.0
0.22356,135744.0
0.22357,30051.0
0.22358,54803.0
0.22359,72508.0
0.2236,18113.0
0.22361,1039641.0
0.22362,186716.0
0.22363,46413.0
0.22364,32165.0
0.22365,365475.0
0.22366,96102.0
0.22367,24709.0
0.22368,13876.0
0.22369,1077927.0
0.2237,287616.0
0.22371,46642.0
0.22372,50251.0
0.22373,102336.0
0.22374,59945.0
0.22375,23509.0
0.22376,3265.0
0.22377,41342.0
0.22378,35755.0
0.22379,15390.0
0.2238,126444.0
0.22381,735727.0
0.22382,134401.0
0.22383,48726.0
0.22384,1149099.0
0.22385,218750.0
0.22386,257450.0
0.22387,243764.0
0.22388,103397.0
0.22389,381601.0
0.2239,95699.0
0.22391,61976.0
0.22392,133771.0
0.22393,43646.0
0.22394,45102.0
0.22395,6370.0
0.22396,5242.0
0.22397,16924.0
0.22398,5031.0
0.22399,109976.0
0.224,772687.0
0.22401,171868.0
0.22402,15365.0
0.22403,52521.0
0.22404,6405.0
0.22405,48387.0
0.22406,4827.0
0.22407,8160.0
0.22408,92480.0
0.22409,40717.0
0.2241,529167.0
0.22411,79739.0
0.22412,110596.0
0.22413,41068.0
0.22414,11919.0
0.22415,107092.0
0.22416,207841.0
0.22417,137716.0
0.22418,223464.0
0.22419,59891.0
0.2242,168730.0
0.22421,370189.0
0.22422,279497.0
0.22423,55657.0
0.22424,689953.0
0.22425,282732.0
0.22426,409566.0
0.22427,265598.0
0.22428,84210.0
0.22429,277976.0
0.2243,85969.0
0.22431,57389.0
0.22432,36160.0
0.22433,36829.0
0.22434,100286.0
0.22435,19358.0
0.22436,117667.0
0.22437,132059.0
0.22438,223462.0
0.22439,136032.0
0.2244,236096.0
0.22441,466212.0
0.22442,210953.0
0.22443,155143.0
0.22444,179541.0
0.22445,52534.0
0.22446,280131.0
0.22447,92222.0
0.22448,519923.0
0.22449,547362.0
0.2245,340507.0
0.22451,206638.0
0.22452,204093.0
0.22453,207425.0
0.22454,36139.0
0.22455,941326.0
0.22456,1022227.0
0.22457,244256.0
0.22458,187059.0
0.22459,645995.0
0.2246,233523.0
0.22461,144236.0
0.22462,64727.0
0.22463,62563.0
0.22464,289816.0
0.22465,260477.0
0.22466,815082.0
0.22467,299785.0
0.22468,127051.0
0.22469,136423.0
0.2247,104172.0
0.22471,520820.0
0.22472,219081.0
0.22473,269887.0
0.22474,107954.0
0.22475,380291.0
0.22476,182242.0
0.22477,166477.0
0.22478,215660.0
0.22479,390535.0
0.2248,152603.0
0.22481,124327.0
0.22482,114046.0
0.22483,177636.0
0.22484,731462.0
0.22485,132330.0
0.22486,89693.0
0.22487,108796.0
0.22488,226860.0
0.22489,127511.0
0.2249,226714.0
0.22491,155181.0
0.22492,191262.0
0.22493,242359.0
0.22494,148277.0
0.22495,93894.0
0.22496,187214.0
0.22497,122104.0
0.22498,143571.0
0.22499,91847.0
0.225,145047.0
0.22501,441627.0
0.22502,216257.0
0.22503,286627.0
0.22504,100338.0
0.22505,298381.0
0.22506,147356.0
0.22507,265804.0
0.22508,210459.0
0.22509,229916.0
0.2251,263481.0
0.22511,275849.0
0.22512,194729.0
0.22513,172724.0
0.22514,407484.0
0.22515,456776.0
0.22516,116375.0
0.22517,278063.0
0.22518,146386.0
0.22519,74840.0
0.2252,42591.0
0.22521,14653.0
0.22522,97133.0
0.22523,14663.0
0.22525,72944.0
0.22526,116430.0
0.22527,90160.0
0.22528,182116.0
0.22529,85593.0
0.2253,100438.0
0.22531,143355.0
0.22532,362581.0
0.22533,219062.0
0.22534,319429.0
0.22535,324058.0
0.22536,100911.0
0.22537,137378.0
0.22538,137903.0
0.22539,216984.0
0.2254,204449.0
0.22541,225580.0
0.22542,293327.0
0.22543,104809.0
0.22544,155647.0
0.22545,113439.0
0.22546,100573.0
0.22547,293916.0
0.22548,198073.0
0.22549,120171.0
0.2255,142831.0
0.22551,147927.0
0.22552,281646.0
0.22553,624587.0
0.22554,108058.0
0.22555,283151.0
0.22556,245734.0
0.22557,157785.0
0.22558,453210.0
0.22559,158910.0
0.2256,395218.0
0.22561,88121.0
0.22562,111527.0
0.22563,176906.0
0.22564,201647.0
0.22565,144095.0
0.22566,50405.0
0.22567,168443.0
0.22568,266798.0
0.22569,115985.0
0.2257,214999.0
0.22571,419400.0
0.22572,128840.0
0.22573,164319.0
0.22574,92332.0
0.22575,76322.0
0.22576,287495.0
0.22577,94717.0
0.22578,122558.0
0.22579,138935.0
0.2258,164330.0
0.22581,126634.0
0.22582,107606.0
0.22583,238896.0
0.22584,785013.0
0.22585,134454.0
0.22586,143416.0
0.22587,530949.0
0.22588,213013.0
0.22589,241874.0
0.2259,697369.0
0.22591,100723.0
0.22592,41132.0
0.22593,156713.0
0.22594,171021.0
0.22595,130245.0
0.22596,600489.0
0.22597,57113.0
0.22598,99363.0
0.22599,123472.0
0.226,117749.0
0.22601,123464.0
0.22602,170082.0
0.22603,370627.0
0.22604,136276.0
0.22605,152156.0
0.22606,444140.0
0.22607,223581.0
0.22608,118527.0
0.22609,185402.0
0.2261,531090.0
0.22611,74041.0
0.22612,32258.0
0.22613,100021.0
0.22614,509617.0
0.22615,922619.0
0.22617,29194.0
0.22618,191729.0
0.22619,147842.0
0.2262,697444.0
0.22621,26455.0
0.22622,97060.0
0.22623,405557.0
0.22624,53780.0
0.22625,6818.0
0.22626,61538.0
0.22627,45015.0
0.22628,15652.0
0.22629,131665.0
0.2263,267017.0
0.22631,44608.0
0.22632,178299.0
0.22633,168377.0
0.22634,12811.0
0.22635,5579.0
0.22636,60284.0
0.22637,209279.0
0.22638,798341.0
0.22639,481667.0
0.2264,726158.0
0.22641,94710.0
0.22642,193118.0
0.22643,8581.0
0.22644,51727.0
0.22645,73323.0
0.22646,97443.0
0.22647,25675.0
0.22648,53224.0
0.22649,5361.0
0.2265,8206.0
0.22651,45420.0
0.22652,4663.0
0.22653,12219.0
0.22654,44471.0
0.22655,33954.0
0.22656,93609.0
0.22657,49590.0
0.22658,24875.0
0.22659,135782.0
0.2266,3143.0
0.22661,10265.0
0.22662,13257.0
0.22663,226028.0
0.22664,1044316.0
0.22665,1060.0
0.22666,6193.0
0.22667,15192.0
0.22668,29378.0
0.22669,46548.0
0.2267,45975.0
0.22671,225162.0
0.22672,32614.0
0.22673,40449.0
0.22675,173379.0
0.22676,1044993.0
0.22677,4791.0
0.22678,22976.0
0.22679,77392.0
0.2268,13146.0
0.22681,39810.0
0.22682,22773.0
0.22683,47760.0
0.22684,144093.0
0.22685,964370.0
0.22686,61428.0
0.22687,188357.0
0.22688,1124067.0
0.22689,99501.0
0.2269,46720.0
0.22691,370233.0
0.22693,44206.0
0.22694,5434.0
0.22695,28644.0
0.22696,51753.0
0.22697,17098.0
0.22698,1447.0
0.22699,69320.0
0.227,366655.0
0.22701,6039.0
0.22702,49346.0
0.22703,31450.0
0.22704,1123797.0
0.22705,3674.0
0.22706,8098.0
0.22707,44406.0
0.22708,31257.0
0.22709,45295.0
0.2271,25471.0
0.22711,372850.0
0.22712,4710.0
0.22713,13067.0
0.22714,67225.0
0.22715,46739.0
0.22716,1238.0
0.22717,1918.0
0.22718,903057.0
0.22719,48183.0
0.2272,28196.0
0.22721,44985.0
0.22722,445022.0
0.22724,36215.0
0.22725,41289.0
0.22726,568224.0
0.22727,27172.0
0.22728,45434.0
0.22729,8396.0
0.2273,1114168.0
0.22731,40293.0
0.22732,1001.0
0.22734,1158737.0
0.22735,24079.0
0.22736,5473.0
0.22738,1270.0
0.22739,41652.0
0.2274,40934.0
0.22741,286929.0
0.22742,21356.0
0.22743,18073.0
0.22744,5557.0
0.22745,4821.0
0.22746,115648.0
0.22747,41204.0
0.22748,33479.0
0.2275,1250069.0
0.22751,59122.0
0.22752,2733.0
0.22753,2499.0
0.22754,1462.0
0.22755,1966.0
0.22756,18155.0
0.22757,39808.0
0.22758,15058.0
0.22759,18972.0
0.2276,8783.0
0.22761,2770.0
0.22762,1024.0
0.22763,38307.0
0.22764,1575124.0
0.22766,43626.0
0.22767,23751.0
0.22768,1209.0
0.2277,44036.0
0.22772,437463.0
0.22773,1072.0
0.22774,4729.0
0.22775,137057.0
0.22776,31971.0
0.22777,1616.0
0.22779,1460.0
0.2278,1311.0
0.22781,71754.0
0.22782,24797.0
0.22783,62349.0
0.22785,43735.0
0.22786,16093.0
0.22787,40248.0
0.22788,1793.0
0.22789,62557.0
0.2279,5498.0
0.22791,18835.0
0.22794,9181.0
0.22795,112244.0
0.22796,1037.0
0.22797,10587.0
0.22798,83340.0
0.22799,243750.0
0.228,147672.0
0.22802,2501.0
0.22803,61347.0
0.22805,105972.0
0.22806,126839.0
0.22807,1228836.0
0.22808,49557.0
0.22809,43530.0
0.2281,312529.0
0.22811,38899.0
0.22812,513334.0
0.22813,2070.0
0.22814,2316.0
0.22815,22926.0
0.22816,16097.0
0.22817,4008.0
0.22819,182453.0
0.2282,3583.0
0.22821,97397.0
0.22822,1010.0
0.22823,21295.0
0.22824,109654.0
0.22825,129460.0
0.22826,1061.0
0.22829,25438.0
0.2283,15877.0
0.22831,150039.0
0.22832,1306513.0
0.22833,54532.0
0.22835,1315.0
0.22837,1865.0
0.22838,17855.0
0.22839,18553.0
0.2284,12961.0
0.22843,36965.0
0.22844,22864.0
0.22845,19447.0
0.22846,3320.0
0.22847,23598.0
0.22848,6414.0
0.2285,328241.0
0.22851,2443.0
0.22852,13804.0
0.22853,298660.0
0.22854,525485.0
0.22855,861239.0
0.22857,3995.0
0.22858,2092.0
0.22859,31129.0
0.2286,20389.0
0.22861,21110.0
0.22863,11468.0
0.22864,634559.0
0.22865,3457.0
0.22866,90219.0
0.22867,582367.0
0.22868,722849.0
0.22869,721094.0
0.2287,201185.0
0.22871,29952.0
0.22872,725250.0
0.22874,203775.0
0.22875,2402.0
0.22876,4718.0
0.22877,20108.0
0.22878,562946.0
0.22879,44373.0
0.2288,276278.0
0.22881,610483.0
0.22882,1032.0
0.22883,64570.0
0.22885,196989.0
0.22886,45534.0
0.22887,2848.0
0.22888,208065.0
0.22889,62941.0
0.2289,3760.0
0.22891,87539.0
0.22893,2661.0
0.22895,788462.0
0.22896,43403.0
0.22897,43725.0
0.22898,339192.0
0.22899,269212.0
0.229,211159.0
0.22902,92586.0
0.22903,87302.0
0.22905,143209.0
0.22906,138773.0
0.22907,2956.0
0.22908,187289.0
0.22909,45135.0
0.2291,44793.0
0.22911,187832.0
0.22912,409207.0
0.22913,1290900.0
0.22914,2657.0
0.22915,349323.0
0.22916,22041.0
0.22917,61959.0
0.22918,39079.0
0.22919,134792.0
0.2292,370795.0
0.22921,2362.0
0.22922,46181.0
0.22923,22464.0
0.22924,151274.0
0.22925,109150.0
0.22927,31369.0
0.22928,166717.0
0.22929,569640.0
0.2293,451613.0
0.22931,12435.0
0.22932,33291.0
0.22933,40473.0
0.22934,19488.0
0.22935,42981.0
0.22937,1673.0
0.22939,1102.0
0.2294,183127.0
0.22941,18699.0
0.22942,14932.0
0.22943,14729.0
0.22944,18637.0
0.22945,116436.0
0.22946,522607.0
0.22947,44099.0
0.22948,53559.0
0.22949,1721.0
0.2295,25464.0
0.22951,89873.0
0.22952,97619.0
0.22953,6631.0
0.22954,211397.0
0.22956,1863.0
0.22957,75859.0
0.22958,22732.0
0.22959,522769.0
0.2296,646726.0
0.22961,1135540.0
0.22962,24657.0
0.22963,119225.0
0.22964,40105.0
0.22965,654256.0
0.22966,579512.0
0.22967,539909.0
0.22968,3370.0
0.22969,48393.0
0.2297,39156.0
0.22971,6186.0
0.22972,6338.0
0.22973,1425.0
0.22974,561813.0
0.22975,49851.0
0.22976,3714.0
0.22977,2087.0
0.22978,1097.0
0.22979,35144.0
0.2298,11996.0
0.22981,19759.0
0.22984,46447.0
0.22985,108728.0
0.22986,1247.0
0.22988,72823.0
0.22989,42767.0
0.2299,67869.0
0.22991,2454.0
0.22994,20592.0
0.22995,21053.0
0.22996,108705.0
0.22998,23729.0
0.22999,352991.0
0.23,308308.0
0.23001,20058.0
0.23002,8406.0
0.23003,12976.0
0.23004,391100.0
0.23005,527518.0
0.23006,18996.0
0.23007,1173.0
0.23008,372992.0
0.2301,31887.0
0.23011,90389.0
0.23012,14794.0
0.23015,2102.0
0.23017,174029.0
0.23018,63447.0
0.23019,29877.0
0.2302,41443.0
0.23022,562412.0
0.23024,217471.0
0.23025,6866.0
0.23026,3530.0
0.23027,65572.0
0.23028,1993.0
0.23029,1167933.0
0.2303,298095.0
0.23031,6335.0
0.23032,15300.0
0.23033,37963.0
0.23034,412114.0
0.23036,174111.0
0.23037,173792.0
0.23038,173624.0
0.23039,88376.0
0.2304,11413.0
0.23042,1440.0
0.23043,302994.0
0.23044,2047.0
0.23045,107166.0
0.23047,370682.0
0.23048,4628.0
0.23049,72252.0
0.2305,60719.0
0.23051,234860.0
0.23054,45056.0
0.23055,188115.0
0.23056,217123.0
0.23057,54607.0
0.23058,7884.0
0.2306,108768.0
0.23061,110086.0
0.23064,60186.0
0.23066,3884.0
0.23068,3537.0
0.23069,1059.0
0.2307,134615.0
0.23074,65184.0
0.23075,46615.0
0.23076,54617.0
0.23077,14650.0
0.23078,12642.0
0.23079,79379.0
0.2308,374934.0
0.23081,103385.0
0.23082,235722.0
0.23083,94914.0
0.23084,141895.0
0.23085,72614.0
0.23086,211258.0
0.23087,271035.0
0.23088,229084.0
0.23089,2470.0
0.2309,15276.0
